order_id,customer_id,employee_id,order_date,ship_date,order_status,region
1099,252,12,2023-09-14,2023-09-20,Completed,East
1100,132,4,2024-01-12,2024-01-13,Returned,East
1101,483,14,2024-03-07,2024-03-11,Completed,South
1102,365,4,2024-08-05,2024-08-12,Completed,East
1103,241,2,2024-07-09,2024-07-13,Returned,South
1104,283,5,2024-11-06,2024-11-11,Completed,North
1105,329,8,2024-08-11,2024-08-13,Completed,East
1106,50,1,2023-03-29,2023-03-30,Completed,North
1107,477,11,2023-07-27,2023-07-29,Returned,West
1108,299,14,2024-05-01,2024-05-07,Completed,South
1109,213,2,2024-06-29,,Cancelled,South
1110,70,13,2024-04-29,2024-05-03,Completed,North
1111,300,5,2024-04-03,2024-04-07,Completed,North
1112,347,14,2023-06-03,2023-06-10,Completed,South
1113,309,14,2023-01-17,,Cancelled,South
1114,27,7,2024-12-18,2024-12-21,Completed,West
1115,6,3,2023-11-06,2023-11-08,Completed,West
1116,363,10,2023-05-16,2023-05-22,Completed,South
1117,468,8,2024-06-05,2024-06-06,Completed,East
1118,192,2,2023-06-07,,Cancelled,South
1119,414,11,2024-09-24,2024-09-26,Completed,West
1120,47,12,2023-04-04,2023-04-08,Completed,East
1121,272,5,2024-05-02,2024-05-08,Completed,North
1122,41,5,2023-07-22,2023-07-24,Completed,North
1123,388,7,2023-06-16,2023-06-22,Completed,West
1124,124,3,2024-11-01,2024-11-04,Returned,West
1125,387,15,2023-03-23,2023-03-30,Returned,West
1126,135,11,2024-04-06,2024-04-12,Completed,West
1127,22,10,2024-02-24,2024-02-28,Completed,South
1128,378,15,2024-03-05,2024-03-12,Completed,West
1129,188,4,2024-03-20,2024-03-22,Returned,East
1130,242,7,2023-10-05,2023-10-07,Completed,West
1131,156,9,2023-08-22,2023-08-26,Completed,North
1132,149,7,2023-08-29,,Cancelled,West
1133,314,3,2024-09-05,2024-09-10,Completed,West
1134,229,8,2024-03-03,2024-03-05,Completed,East
1135,296,8,2024-12-16,2024-12-18,Completed,East
1136,251,13,2023-01-20,2023-01-25,Completed,North
1137,165,4,2024-06-25,2024-06-29,Completed,East
1138,127,6,2024-10-10,2024-10-13,Completed,South
1139,310,7,2024-10-23,2024-10-28,Completed,West
1140,454,6,2024-06-20,,Cancelled,South
1141,74,11,2023-01-26,2023-02-01,Completed,West
1142,56,8,2024-04-11,2024-04-13,Completed,East
1143,73,11,2024-01-20,,Cancelled,West
1144,166,15,2023-07-02,2023-07-07,Completed,West
1145,290,3,2024-06-07,2024-06-13,Completed,West
1146,268,6,2024-12-31,2025-01-01,Completed,South
1147,32,13,2024-10-19,2024-10-25,Completed,North
1148,60,11,2023-08-21,2023-08-22,Completed,West
1149,22,2,2023-08-13,2023-08-15,Completed,South
1150,262,8,2024-05-19,2024-05-25,Completed,East
1151,360,3,2024-08-18,2024-08-23,Completed,West
1152,382,12,2023-10-16,2023-10-21,Completed,East
1153,460,8,2024-02-07,2024-02-13,Completed,East
1154,199,2,2023-07-30,2023-08-06,Completed,South
1155,332,6,2024-08-03,2024-08-05,Completed,South
1156,425,4,2023-12-08,2023-12-12,Completed,East
1157,439,5,2023-03-21,,Cancelled,North
1158,318,2,2023-01-12,2023-01-13,Completed,South
1159,331,7,2024-03-09,2024-03-12,Returned,West
1160,12,8,2023-02-05,2023-02-08,Completed,East
1161,90,2,2023-04-26,2023-05-02,Completed,South
1162,139,4,2024-12-20,,Cancelled,East
1163,222,13,2024-02-27,2024-02-28,Completed,North
1164,364,10,2024-05-05,2024-05-12,Completed,South
1165,428,13,2024-07-26,2024-07-30,Returned,North
1166,307,10,2024-04-12,2024-04-17,Completed,South
1167,75,11,2024-10-16,2024-10-20,Completed,West
1168,76,15,2024-11-22,,Cancelled,West
1169,85,4,2023-12-18,,Cancelled,East
1170,72,6,2024-12-10,2024-12-11,Completed,South
1171,483,6,2023-08-21,2023-08-27,Returned,South
1172,296,8,2024-02-22,2024-02-29,Returned,East
1173,428,5,2023-01-01,,Cancelled,North
1174,356,11,2023-09-05,2023-09-08,Completed,West
1175,16,10,2023-05-04,2023-05-06,Completed,South
1176,487,2,2024-03-08,2024-03-14,Completed,South
1177,471,13,2024-10-12,,Cancelled,North
1178,256,10,2023-12-26,2023-12-29,Completed,South
1179,252,4,2024-01-25,2024-01-29,Completed,East
1180,48,1,2023-09-09,2023-09-16,Returned,North
1181,173,7,2024-09-10,2024-09-11,Completed,West
1182,351,7,2024-08-30,2024-09-06,Returned,West
1183,36,12,2023-07-05,2023-07-08,Completed,East
1184,151,6,2023-02-10,2023-02-15,Completed,South
1185,3,15,2024-10-31,2024-11-07,Completed,West
1186,486,3,2023-04-14,2023-04-16,Completed,West
1187,188,12,2024-03-16,2024-03-22,Completed,East
1188,360,15,2023-03-10,2023-03-11,Completed,West
1189,13,6,2023-03-30,,Cancelled,South
1190,286,9,2024-05-04,2024-05-11,Completed,North
1191,104,5,2023-11-04,2023-11-10,Completed,North
1192,156,5,2023-11-24,2023-12-01,Completed,North
1193,322,12,2023-03-14,2023-03-20,Completed,East
1194,38,7,2023-09-10,2023-09-17,Returned,West
1195,99,9,2024-02-05,2024-02-10,Completed,North
1196,456,8,2024-10-23,2024-10-25,Returned,East
1197,308,1,2024-03-03,2024-03-08,Completed,North
1198,21,9,2023-10-12,2023-10-15,Completed,North
1199,198,7,2024-04-25,2024-04-26,Completed,West
1200,161,8,2023-09-03,,Cancelled,East
1201,211,8,2023-09-28,,Cancelled,East
1202,165,4,2024-04-18,,Cancelled,East
1203,307,10,2023-07-07,2023-07-14,Returned,South
1204,37,9,2023-05-08,2023-05-15,Completed,North
1205,216,7,2023-09-30,2023-10-04,Completed,West
1206,22,2,2023-10-12,2023-10-17,Completed,South
1207,6,3,2023-12-12,,Cancelled,West
1208,476,9,2023-08-31,2023-09-01,Completed,North
1209,47,12,2024-09-20,2024-09-27,Completed,East
1210,55,3,2023-09-02,2023-09-05,Returned,West
1211,77,14,2024-09-21,2024-09-22,Completed,South
1212,256,14,2024-03-28,,Cancelled,South
1213,404,8,2023-08-01,2023-08-04,Completed,East
1214,352,6,2024-10-22,2024-10-23,Returned,South
1215,229,8,2023-04-02,2023-04-05,Completed,East
1216,331,7,2023-02-07,2023-02-10,Completed,West
1217,363,6,2023-04-05,,Cancelled,South
1218,478,10,2024-04-08,2024-04-11,Completed,South
1219,160,7,2024-06-17,2024-06-19,Completed,West
1220,336,7,2023-10-23,,Cancelled,West
1221,419,6,2024-06-30,2024-07-07,Completed,South
1222,393,8,2024-06-09,2024-06-14,Completed,East
1223,25,13,2023-06-09,2023-06-11,Completed,North
1224,128,4,2024-10-17,,Cancelled,East
1225,1,9,2024-04-16,,Cancelled,North
1226,403,13,2023-09-15,,Cancelled,North
1227,310,15,2024-01-27,2024-01-30,Completed,West
1228,443,6,2024-10-26,2024-10-30,Completed,South
1229,205,8,2024-12-30,2025-01-02,Completed,East
1230,460,12,2023-04-14,2023-04-17,Completed,East
1231,455,14,2023-03-21,,Cancelled,South
1232,170,7,2023-11-14,,Cancelled,West
1233,31,2,2024-06-05,2024-06-11,Completed,South
1234,146,9,2023-02-22,,Cancelled,North
1235,222,1,2024-11-13,,Cancelled,North
1236,339,15,2024-10-12,2024-10-14,Completed,West
1237,142,14,2023-08-14,2023-08-15,Completed,South
1238,281,11,2023-08-04,2023-08-05,Completed,West
1239,113,8,2023-06-19,2023-06-23,Returned,East
1240,316,10,2024-04-25,2024-04-30,Completed,South
1241,399,4,2023-08-20,2023-08-24,Completed,East
1242,422,6,2024-07-22,2024-07-29,Completed,South
1243,278,9,2024-02-27,2024-03-02,Returned,North
1244,208,14,2023-06-07,2023-06-11,Completed,South
1245,158,4,2024-05-13,2024-05-17,Completed,East
1246,412,5,2023-12-11,2023-12-16,Completed,North
1247,277,15,2024-05-19,2024-05-26,Completed,West
1248,150,11,2024-11-26,2024-12-03,Returned,West
1249,299,2,2023-02-10,,Cancelled,South
1250,460,8,2024-05-17,2024-05-20,Completed,East
1251,311,9,2023-06-11,2023-06-18,Returned,North
1252,353,11,2023-02-02,2023-02-09,Completed,West
1253,335,14,2024-03-04,2024-03-11,Completed,South
1254,41,1,2024-08-24,2024-08-26,Completed,North
1255,371,4,2023-10-17,2023-10-23,Completed,East
1256,301,10,2024-12-27,2024-12-31,Completed,South
1257,99,9,2023-03-09,2023-03-10,Completed,North
1258,69,11,2024-12-25,2024-12-31,Completed,West
1259,250,9,2023-06-01,2023-06-03,Completed,North
1260,93,15,2023-02-09,2023-02-15,Completed,West
1261,396,7,2023-08-05,2023-08-08,Completed,West
1262,395,3,2024-04-10,2024-04-15,Returned,West
1263,322,4,2024-04-30,2024-05-04,Completed,East
1264,154,3,2023-08-23,2023-08-28,Returned,West
1265,204,1,2024-03-16,2024-03-17,Completed,North
1266,340,3,2024-05-23,,Cancelled,West
1267,474,15,2024-07-28,2024-07-31,Returned,West
1268,169,6,2024-05-06,2024-05-07,Completed,South
1269,132,8,2023-06-15,2023-06-17,Completed,East
1270,281,3,2023-03-20,2023-03-27,Completed,West
1271,34,10,2023-07-03,2023-07-10,Completed,South
1272,403,1,2023-12-31,2024-01-03,Completed,North
1273,10,3,2023-03-06,2023-03-08,Completed,West
1274,175,15,2024-03-18,2024-03-25,Completed,West
1275,395,15,2024-02-01,2024-02-07,Completed,West
1276,9,12,2024-01-17,2024-01-20,Returned,East
1277,304,4,2024-04-29,2024-05-04,Completed,East
1278,421,13,2023-10-28,2023-11-04,Completed,North
1279,494,5,2024-12-13,2024-12-20,Completed,North
1280,154,15,2023-01-24,2023-01-27,Completed,West
1281,59,3,2023-09-28,2023-10-01,Completed,West
1282,299,2,2023-08-26,2023-08-29,Completed,South
1283,465,9,2023-04-13,2023-04-20,Completed,North
1284,337,11,2023-10-03,2023-10-04,Returned,West
1285,22,14,2024-01-05,2024-01-10,Completed,South
1286,482,6,2023-03-25,2023-03-27,Completed,South
1287,416,3,2024-04-26,2024-05-02,Completed,West
1288,349,10,2024-08-13,2024-08-20,Returned,South
1289,314,15,2023-07-17,,Cancelled,West
1290,316,2,2024-12-24,2024-12-27,Completed,South
1291,298,1,2024-11-18,2024-11-20,Completed,North
1292,24,3,2024-12-01,2024-12-03,Completed,West
1293,57,1,2024-02-28,2024-03-02,Completed,North
1294,167,14,2024-01-23,2024-01-28,Returned,South
1295,440,6,2024-05-16,2024-05-19,Completed,South
1296,212,4,2023-10-22,2023-10-25,Completed,East
1297,179,10,2024-10-21,2024-10-25,Completed,South
1298,83,13,2023-08-14,2023-08-16,Completed,North
1299,249,15,2023-08-13,,Cancelled,West
1300,51,11,2024-11-05,,Cancelled,West
1301,415,4,2024-11-15,,Cancelled,East
1302,168,12,2024-07-21,2024-07-26,Completed,East
1303,357,9,2024-08-23,2024-08-29,Completed,North
1304,167,2,2023-12-11,2023-12-15,Completed,South
1305,9,12,2023-03-20,2023-03-25,Completed,East
1306,274,1,2023-04-16,2023-04-21,Returned,North
1307,210,4,2023-10-15,2023-10-20,Returned,East
1308,323,4,2023-02-15,2023-02-21,Completed,East
1309,46,5,2024-08-12,2024-08-13,Completed,North
1310,342,9,2023-07-17,2023-07-24,Completed,North
1311,424,4,2023-07-22,2023-07-25,Completed,East
1312,222,5,2024-12-05,2024-12-12,Completed,North
1313,273,4,2024-12-01,2024-12-02,Completed,East
1314,38,7,2024-03-01,2024-03-05,Completed,West
1315,285,12,2024-06-27,,Cancelled,East
1316,89,14,2023-10-13,2023-10-16,Completed,South
1317,193,12,2024-04-21,2024-04-28,Completed,East
1318,118,3,2024-07-27,2024-07-31,Completed,West
1319,124,3,2024-06-04,,Cancelled,West
1320,43,8,2024-06-21,,Cancelled,East
1321,282,4,2023-07-02,2023-07-06,Completed,East
1322,217,12,2024-10-11,,Cancelled,East
1323,85,12,2023-10-10,2023-10-11,Completed,East
1324,397,2,2023-02-01,2023-02-04,Completed,South
1325,98,14,2023-04-11,2023-04-18,Completed,South
1326,345,2,2024-05-31,2024-06-03,Returned,South
1327,245,11,2024-05-17,,Cancelled,West
1328,257,1,2023-11-18,2023-11-22,Completed,North
1329,14,4,2024-09-05,2024-09-06,Completed,East
1330,265,11,2024-06-26,2024-06-30,Completed,West
1331,159,4,2024-08-13,2024-08-19,Completed,East
1332,241,2,2024-02-21,2024-02-23,Completed,South
1333,32,9,2023-02-18,2023-02-25,Completed,North
1334,486,15,2024-05-25,2024-05-30,Completed,West
1335,138,4,2023-06-08,2023-06-09,Returned,East
1336,88,12,2024-08-08,2024-08-14,Returned,East
1337,370,14,2023-08-08,2023-08-11,Completed,South
1338,182,8,2023-10-25,2023-10-27,Completed,East
1339,12,12,2023-03-28,2023-04-01,Completed,East
1340,396,7,2023-04-22,2023-04-24,Completed,West
1341,313,3,2024-11-20,2024-11-23,Returned,West
1342,123,6,2023-08-10,2023-08-17,Completed,South
1343,373,7,2023-05-25,2023-05-26,Completed,West
1344,270,15,2023-05-07,,Cancelled,West
1345,304,4,2024-10-08,2024-10-10,Returned,East
1346,471,13,2023-12-02,2023-12-03,Completed,North
1347,416,3,2024-08-23,2024-08-26,Completed,West
1348,360,15,2023-09-28,2023-10-01,Returned,West
1349,452,5,2024-02-06,2024-02-11,Completed,North
1350,328,12,2023-10-21,2023-10-26,Completed,East
1351,100,4,2023-06-11,2023-06-16,Completed,East
1352,215,4,2023-04-05,2023-04-06,Completed,East
1353,122,15,2024-02-09,2024-02-13,Completed,West
1354,383,5,2024-03-12,2024-03-13,Completed,North
1355,204,1,2023-01-28,2023-01-30,Completed,North
1356,261,12,2023-07-07,2023-07-12,Completed,East
1357,391,12,2024-10-21,2024-10-26,Completed,East
1358,124,11,2024-07-21,2024-07-28,Completed,West
1359,109,7,2024-10-22,2024-10-27,Completed,West
1360,190,8,2024-12-08,2024-12-09,Returned,East
1361,298,1,2023-10-24,2023-10-29,Completed,North
1362,207,15,2024-10-01,,Cancelled,West
1363,75,11,2024-08-16,2024-08-22,Completed,West
1364,396,11,2024-08-06,,Cancelled,West
1365,151,6,2024-03-16,2024-03-21,Completed,South
1366,12,12,2024-04-29,2024-05-03,Completed,East
1367,329,8,2023-06-28,2023-06-30,Returned,East
1368,333,5,2024-06-16,2024-06-22,Completed,North
1369,460,8,2024-02-22,2024-02-23,Returned,East
1370,16,6,2024-02-20,,Cancelled,South
1371,294,14,2023-12-19,2023-12-25,Completed,South
1372,288,8,2024-03-12,2024-03-18,Completed,East
1373,473,4,2023-09-15,2023-09-22,Completed,East
1374,461,4,2023-01-31,2023-02-04,Completed,East
1375,465,13,2023-03-06,2023-03-07,Completed,North
1376,29,11,2023-03-24,2023-03-30,Completed,West
1377,233,14,2023-07-01,2023-07-06,Returned,South
1378,74,3,2024-01-13,2024-01-19,Completed,West
1379,84,3,2024-04-04,2024-04-10,Completed,West
1380,447,8,2024-10-02,2024-10-06,Completed,East
1381,478,2,2023-09-27,2023-10-01,Completed,South
1382,477,7,2023-07-27,2023-07-31,Completed,West
1383,238,1,2023-07-29,2023-08-04,Completed,North
1384,1,13,2023-04-26,2023-05-03,Completed,North
1385,63,4,2023-08-12,2023-08-13,Completed,East
1386,73,15,2023-10-29,,Cancelled,West
1387,142,10,2023-02-24,2023-02-28,Completed,South
1388,56,4,2024-04-19,2024-04-26,Returned,East
1389,424,4,2023-04-15,2023-04-17,Returned,East
1390,352,14,2023-08-28,2023-09-04,Completed,South
1391,91,10,2024-02-23,2024-02-26,Completed,South
1392,403,13,2024-02-17,2024-02-18,Returned,North
1393,193,12,2023-05-28,2023-06-03,Completed,East
1394,202,11,2023-01-16,2023-01-21,Completed,West
1395,293,6,2023-12-02,,Cancelled,South
1396,312,9,2024-07-13,2024-07-15,Completed,North
1397,355,5,2024-11-09,,Cancelled,North
1398,284,12,2023-03-09,2023-03-10,Returned,East
1399,183,4,2023-08-29,,Cancelled,East
1400,400,2,2024-09-20,2024-09-26,Completed,South
1401,433,6,2023-05-13,2023-05-18,Completed,South
1402,349,2,2024-02-13,2024-02-15,Returned,South
1403,196,12,2024-09-26,2024-10-02,Completed,East
1404,138,8,2023-07-06,,Cancelled,East
1405,488,4,2024-11-30,,Cancelled,East
1406,208,6,2023-09-24,2023-09-30,Completed,South
1407,86,7,2024-02-18,,Cancelled,West
1408,401,10,2023-04-15,2023-04-22,Completed,South
1409,188,4,2024-10-23,2024-10-28,Completed,East
1410,148,8,2023-08-18,2023-08-20,Completed,East
1411,248,6,2023-02-18,2023-02-23,Completed,South
1412,46,9,2023-10-28,2023-10-29,Completed,North
1413,419,14,2024-05-02,2024-05-09,Returned,South
1414,436,11,2023-02-16,2023-02-21,Completed,West
1415,234,8,2024-09-22,,Cancelled,East
1416,243,12,2023-03-03,,Cancelled,East
1417,121,11,2024-02-16,2024-02-18,Completed,West
1418,213,14,2024-07-05,2024-07-08,Completed,South
1419,458,12,2023-10-14,,Cancelled,East
1420,66,9,2024-09-21,2024-09-22,Completed,North
1421,332,6,2023-03-16,2023-03-18,Completed,South
1422,36,4,2023-01-06,2023-01-09,Completed,East
1423,436,15,2024-01-31,,Cancelled,West
1424,212,4,2023-01-07,2023-01-10,Completed,East
1425,112,6,2024-12-25,,Cancelled,South
1426,429,3,2023-05-10,2023-05-15,Completed,West
1427,48,1,2024-01-22,2024-01-23,Returned,North
1428,135,15,2023-06-13,2023-06-19,Completed,West
1429,403,5,2023-12-25,2023-12-29,Completed,North
1430,80,12,2023-02-03,2023-02-05,Completed,East
1431,461,12,2024-07-21,2024-07-27,Completed,East
1432,445,5,2024-03-26,2024-04-01,Completed,North
1433,490,2,2023-11-30,2023-12-02,Completed,South
1434,490,2,2024-03-13,2024-03-19,Completed,South
1435,284,12,2023-05-28,2023-05-30,Completed,East
1436,482,10,2023-10-01,2023-10-02,Completed,South
1437,171,10,2023-09-17,,Cancelled,South
1438,90,14,2023-03-13,2023-03-14,Completed,South
1439,252,12,2023-12-01,2023-12-06,Completed,East
1440,374,1,2024-07-15,2024-07-17,Completed,North
1441,390,15,2024-09-13,2024-09-17,Returned,West
1442,474,3,2023-02-11,2023-02-12,Completed,West
1443,57,13,2023-03-10,2023-03-17,Completed,North
1444,330,12,2023-06-21,2023-06-26,Returned,East
1445,30,6,2023-01-06,,Cancelled,South
1446,325,7,2023-06-05,2023-06-07,Completed,West
1447,72,2,2023-04-28,,Cancelled,South
1448,207,3,2023-05-13,2023-05-14,Completed,West
1449,70,9,2024-11-08,2024-11-13,Returned,North
1450,107,2,2024-11-07,2024-11-11,Completed,South
1451,12,12,2024-11-30,2024-12-06,Completed,East
1452,77,10,2024-01-20,2024-01-21,Completed,South
1453,415,12,2024-11-01,2024-11-08,Completed,East
1454,399,12,2024-08-20,2024-08-27,Completed,East
1455,497,15,2023-05-02,2023-05-05,Completed,West
1456,188,8,2023-11-11,2023-11-13,Completed,East
1457,399,4,2023-01-27,2023-01-31,Completed,East
1458,315,7,2024-05-05,2024-05-10,Completed,West
1459,12,8,2023-08-22,2023-08-24,Completed,East
1460,324,12,2023-01-08,2023-01-14,Completed,East
1461,469,12,2024-04-07,2024-04-11,Completed,East
1462,432,7,2023-09-10,2023-09-14,Completed,West
1463,223,2,2023-04-24,2023-04-29,Completed,South
1464,63,4,2023-08-01,2023-08-08,Completed,East
1465,279,2,2024-06-13,2024-06-20,Completed,South
1466,44,4,2024-06-04,2024-06-08,Completed,East
1467,252,8,2023-07-24,2023-07-26,Completed,East
1468,9,12,2024-03-21,2024-03-24,Completed,East
1469,62,3,2023-12-08,2023-12-14,Completed,West
1470,456,8,2024-03-23,2024-03-24,Completed,East
1471,137,13,2024-02-29,2024-03-01,Completed,North
1472,249,15,2023-05-08,2023-05-09,Completed,West
1473,121,3,2024-07-30,2024-08-06,Returned,West
1474,131,3,2024-08-26,2024-09-01,Completed,West
1475,225,1,2024-02-29,2024-03-05,Completed,North
1476,488,4,2024-05-11,2024-05-16,Completed,East
1477,303,9,2024-08-19,,Cancelled,North
1478,35,12,2023-09-28,2023-10-02,Completed,East
1479,420,12,2023-06-25,2023-06-26,Completed,East
1480,351,15,2023-05-31,2023-06-01,Completed,West
1481,476,13,2023-09-24,2023-09-29,Completed,North
1482,263,7,2024-08-07,2024-08-12,Completed,West
1483,24,15,2024-04-30,2024-05-04,Completed,West
1484,195,3,2023-11-03,,Cancelled,West
1485,344,8,2024-07-27,,Cancelled,East
1486,326,3,2023-10-01,2023-10-06,Completed,West
1487,219,2,2024-05-21,,Cancelled,South
1488,115,11,2024-01-22,2024-01-23,Completed,West
1489,328,8,2024-09-16,2024-09-20,Completed,East
1490,232,12,2023-11-16,2023-11-17,Completed,East
1491,209,10,2024-07-09,,Cancelled,South
1492,205,12,2024-12-14,,Cancelled,East
1493,246,5,2024-06-23,2024-06-28,Completed,North
1494,427,2,2023-04-02,2023-04-03,Completed,South
1495,339,7,2023-07-29,2023-08-02,Returned,West
1496,369,15,2023-01-01,2023-01-03,Completed,West
1497,49,14,2023-12-07,2023-12-08,Returned,South
1498,135,3,2024-09-23,2024-09-27,Completed,West
1499,214,8,2023-03-06,2023-03-13,Completed,East
1500,22,2,2024-02-15,2024-02-22,Completed,South
1501,265,3,2023-08-20,2023-08-25,Completed,West
1502,316,6,2024-12-16,,Cancelled,South
1503,175,11,2023-11-18,2023-11-19,Returned,West
1504,370,6,2023-03-01,2023-03-08,Returned,South
1505,217,12,2023-03-05,2023-03-12,Completed,East
1506,191,3,2024-01-24,2024-01-25,Completed,West
1507,334,11,2023-05-20,2023-05-25,Completed,West
1508,223,14,2024-05-24,2024-05-25,Completed,South
1509,251,13,2023-12-15,,Cancelled,North
1510,394,11,2023-08-15,2023-08-22,Completed,West
1511,439,9,2023-09-22,2023-09-26,Completed,North
1512,149,3,2023-04-22,2023-04-28,Completed,West
1513,90,6,2023-10-29,2023-11-05,Completed,South
1514,15,4,2023-03-22,2023-03-25,Completed,East
1515,418,11,2024-06-30,,Cancelled,West
1516,365,8,2024-07-26,2024-07-28,Completed,East
1517,452,9,2024-03-30,2024-04-06,Completed,North
1518,76,3,2023-06-18,2023-06-20,Completed,West
1519,302,15,2024-06-29,2024-07-03,Completed,West
1520,64,6,2024-05-30,2024-06-02,Completed,South
1521,189,9,2024-10-29,2024-11-01,Completed,North
1522,79,15,2023-10-20,,Cancelled,West
1523,329,12,2023-06-20,2023-06-22,Completed,East
1524,195,7,2023-03-16,2023-03-19,Completed,West
1525,411,1,2024-09-13,2024-09-15,Completed,North
1526,326,7,2023-02-03,2023-02-08,Completed,West
1527,320,6,2023-12-05,2023-12-08,Completed,South
1528,36,12,2024-02-10,2024-02-14,Completed,East
1529,470,11,2023-09-25,2023-09-29,Completed,West
1530,420,12,2024-01-06,2024-01-07,Returned,East
1531,76,15,2024-05-29,,Cancelled,West
1532,271,12,2023-06-08,2023-06-13,Returned,East
1533,297,5,2024-05-05,2024-05-08,Completed,North
1534,130,7,2023-10-02,2023-10-04,Completed,West
1535,291,2,2023-06-04,2023-06-10,Completed,South
1536,296,12,2023-08-06,2023-08-08,Completed,East
1537,95,6,2023-06-29,2023-06-30,Completed,South
1538,237,13,2024-01-24,2024-01-25,Completed,North
1539,445,13,2024-01-31,2024-02-01,Completed,North
1540,191,15,2023-04-06,2023-04-07,Completed,West
1541,484,3,2024-08-26,,Cancelled,West
1542,216,7,2023-07-19,2023-07-22,Completed,West
1543,2,8,2023-10-13,2023-10-19,Completed,East
1544,138,4,2023-03-17,2023-03-23,Completed,East
1545,278,9,2023-04-13,2023-04-18,Completed,North
1546,390,7,2024-03-16,2024-03-21,Completed,West
1547,291,14,2023-06-13,2023-06-18,Completed,South
1548,242,15,2024-09-21,2024-09-24,Completed,West
1549,93,11,2024-04-09,2024-04-14,Completed,West
1550,392,11,2024-04-10,2024-04-15,Returned,West
1551,390,11,2023-05-23,2023-05-30,Completed,West
1552,152,13,2024-09-08,2024-09-15,Completed,North
1553,409,7,2023-10-15,2023-10-20,Completed,West
1554,231,3,2024-12-25,2024-12-31,Completed,West
1555,249,3,2023-11-23,2023-11-30,Completed,West
1556,255,4,2024-12-28,,Cancelled,East
1557,324,8,2023-08-13,2023-08-16,Returned,East
1558,313,11,2023-10-14,2023-10-15,Completed,West
1559,485,7,2023-06-14,2023-06-17,Returned,West
1560,403,9,2024-07-29,2024-08-04,Returned,North
1561,191,3,2024-09-17,2024-09-24,Completed,West
1562,186,7,2024-03-27,2024-04-03,Completed,West
1563,304,8,2024-11-27,2024-11-28,Completed,East
1564,151,6,2024-10-23,2024-10-30,Completed,South
1565,212,12,2023-04-01,,Cancelled,East
1566,462,3,2023-02-06,2023-02-09,Completed,West
1567,340,15,2023-08-16,2023-08-18,Returned,West
1568,498,12,2024-01-04,2024-01-07,Completed,East
1569,208,10,2024-07-12,2024-07-13,Completed,South
1570,156,5,2023-11-22,2023-11-26,Completed,North
1571,418,15,2023-10-11,2023-10-12,Returned,West
1572,374,1,2024-08-31,2024-09-05,Completed,North
1573,15,12,2024-09-06,2024-09-08,Completed,East
1574,399,12,2024-02-02,2024-02-07,Completed,East
1575,361,8,2024-11-29,2024-11-30,Completed,East
1576,471,5,2023-11-19,2023-11-25,Completed,North
1577,458,4,2024-11-13,2024-11-15,Completed,East
1578,164,1,2023-12-12,2023-12-19,Completed,North
1579,226,9,2023-02-02,2023-02-05,Completed,North
1580,392,15,2024-12-22,2024-12-29,Completed,West
1581,381,10,2024-10-21,2024-10-23,Completed,South
1582,148,12,2024-09-28,2024-10-01,Completed,East
1583,2,8,2023-12-23,2023-12-24,Completed,East
1584,37,9,2024-10-03,,Cancelled,North
1585,316,6,2024-07-12,2024-07-15,Completed,South
1586,186,15,2023-03-14,2023-03-15,Completed,West
1587,199,14,2024-05-03,2024-05-04,Completed,South
1588,456,4,2024-11-09,2024-11-14,Completed,East
1589,235,15,2023-06-10,2023-06-13,Completed,West
1590,179,2,2023-03-16,2023-03-18,Completed,South
1591,299,2,2024-10-04,2024-10-10,Completed,South
1592,36,4,2023-02-02,,Cancelled,East
1593,24,11,2023-09-08,2023-09-14,Completed,West
1594,316,2,2023-10-16,2023-10-19,Returned,South
1595,304,12,2024-08-30,2024-09-02,Completed,East
1596,412,5,2023-01-09,2023-01-11,Returned,North
1597,59,3,2023-12-19,2023-12-21,Completed,West
1598,359,7,2023-04-12,2023-04-19,Returned,West
1599,466,14,2023-01-05,2023-01-08,Returned,South
1600,258,8,2023-08-05,,Cancelled,East
1601,499,15,2023-06-21,2023-06-27,Returned,West
1602,23,1,2023-12-14,2023-12-18,Completed,North
1603,466,14,2023-06-26,,Cancelled,South
1604,370,14,2023-06-16,2023-06-17,Completed,South
1605,321,7,2023-05-19,2023-05-21,Returned,West
1606,143,14,2023-10-13,2023-10-15,Returned,South
1607,216,11,2024-08-14,,Cancelled,West
1608,19,7,2023-02-21,2023-02-27,Completed,West
1609,184,5,2024-12-13,2024-12-15,Completed,North
1610,209,10,2024-02-10,2024-02-11,Completed,South
1611,479,13,2024-04-12,2024-04-15,Completed,North
1612,46,13,2024-11-30,2024-12-06,Returned,North
1613,443,2,2023-06-12,,Cancelled,South
1614,278,9,2023-03-10,,Cancelled,North
1615,188,8,2024-07-24,2024-07-31,Completed,East
1616,263,15,2024-01-06,2024-01-07,Completed,West
1617,101,9,2024-09-11,2024-09-17,Completed,North
1618,310,15,2023-06-21,2023-06-23,Completed,West
1619,46,9,2023-05-31,2023-06-02,Completed,North
1620,348,2,2024-06-30,2024-07-04,Returned,South
1621,76,7,2023-11-15,2023-11-16,Returned,West
1622,342,1,2024-01-09,,Cancelled,North
1623,41,9,2024-11-15,,Cancelled,North
1624,138,8,2023-12-05,2023-12-09,Completed,East
1625,289,15,2023-10-05,2023-10-09,Completed,West
1626,275,1,2024-08-09,2024-08-16,Completed,North
1627,403,9,2024-08-12,2024-08-16,Completed,North
